Time,Date,City,Sub Location,Latitude,Longitude,Complaint Type,Complaint Description,Crime Intensity
10:03:17,23/08/24,Surat,Varachha,21.54092,77.41738,Traffic Violation,You body paper show key enter myself evidence thought deal arm do station.,Medium
20:20:05,27/02/25,Pune,Wakad,16.34976,75.66503,Domestic Violence,Save pattern best own red argue.,High
19:54:11,12/06/24,Chennai,T. Nagar,25.22786,72.8705,Burglary,Word ground general scientist store hotel.,Medium
18:34:09,09/02/24,Mumbai,Borivali,13.92691,73.10662,None,No incident reported.,None
15:00:33,07/04/24,Hyderabad,Secunderabad,23.09653,74.73057,Assault,Minute through easy meeting but put political heavy whom partner expect challenge.,Low
08:37:48,01/03/25,Chennai,T. Nagar,24.1811,76.03886,None,No incident reported.,None
23:12:06,25/01/25,Chennai,Velachery,27.44136,79.8812,None,No incident reported.,None
07:32:46,06/11/24,Mumbai,Andheri,15.2151,85.08551,Drug Possession,Region bag both own four process much window hundred carry ago.,Medium
00:22:44,22/10/23,Kolkata,Howrah,13.29228,73.3673,None,No incident reported.,None
22:24:18,30/04/23,Chennai,Velachery,24.69652,83.05932,Vandalism,Present relate well hot team voice letter raise the.,Low
03:43:34,08/08/24,Bengaluru,MG Road,22.52135,74.04728,None,No incident reported.,None
05:02:55,06/02/24,Pune,Wakad,22.53938,85.56378,Kidnapping,Relationship together development finish key environmental environment job former never fight image.,High
00:26:18,08/04/24,Bengaluru,Koramangala,15.97825,73.76767,Harassment,Talk wall public focus man cultural traditional individual word owner international require laugh.,Low
20:51:49,06/11/23,Mumbai,Andheri,22.08551,84.46533,Cyber Crime,Red ahead view director window audience mission contain nearly.,High
19:07:59,18/03/25,Delhi,Dwarka,20.28973,84.14141,Burglary,Fast himself rock experience us large cultural west green.,Medium
03:47:57,11/05/23,Mumbai,Borivali,22.02508,83.0402,Domestic Violence,Doctor particularly treatment road join as never increase.,High
13:20:59,19/08/24,Mumbai,Dadar,24.7709,81.71574,Cyber Crime,Weight here street professional rate player young protect little.,High
10:28:05,22/06/23,Hyderabad,Gachibowli,21.9319,73.31836,Vandalism,Perhaps suggest why decide especially citizen spend environment position woman table seat.,High
01:30:09,12/09/23,Hyderabad,Secunderabad,27.5654,87.92871,Assault,Against activity quite rather small state owner various would agency thing painting mission.,High
12:25:44,15/12/24,Chennai,Anna Nagar,21.33614,75.40976,Theft,Recent necessary summer anyone miss term answer response win available.,Medium
14:19:55,01/11/23,Chennai,Tambaram,20.32113,73.47357,Assault,Else grow strong push let discuss.,Medium
10:26:48,07/04/23,Kolkata,Behala,14.97125,84.31569,Vandalism,Prove wide near whole again lay environment age call series.,High
19:41:32,07/03/24,Hyderabad,Miyapur,19.88087,73.76012,None,No incident reported.,None
13:50:25,25/01/25,Chennai,Adyar,19.09704,78.71457,None,No incident reported.,None
14:05:17,23/01/25,Bengaluru,MG Road,28.30468,74.8169,Traffic Violation,Ball onto pass school cell effect.,Low
07:19:40,24/06/23,Chennai,T. Nagar,23.20704,82.72517,Kidnapping,Bar read add everyone have true environment.,Medium
08:10:59,21/09/23,Bengaluru,Whitefield,23.50725,73.13531,Domestic Violence,Institution they fund rich drug team international.,High
04:04:43,29/05/24,Bengaluru,MG Road,28.08325,83.36541,Traffic Violation,Thing suffer left decision fire Mr time president conference price system such.,Low
14:18:30,19/03/24,Pune,Wakad,14.05389,77.39469,Kidnapping,Sport young summer peace condition fall thank travel.,Medium
19:55:12,20/03/24,Delhi,Saket,22.90248,80.7989,Drug Possession,Land hundred trip notice activity smile people.,Medium
23:15:53,13/03/25,Hyderabad,Miyapur,27.2684,78.26862,Cyber Crime,Its name big season where it season coach.,Low
01:21:04,28/09/24,Chennai,Adyar,15.10891,72.99703,Burglary,The step special economy money finish share sort employee method hotel indeed once.,Medium
08:32:42,23/01/25,Mumbai,Colaba,13.81623,77.22615,Vandalism,Share design region girl visit course.,Low
05:09:08,21/05/23,Surat,Katargam,16.85974,81.76239,Domestic Violence,Response enjoy base full common anything voice likely behavior off development develop.,Low
11:38:05,11/12/24,Delhi,Saket,16.43849,78.08967,Kidnapping,Along particularly our operation hot tax power drive police.,Medium
23:28:52,04/06/24,Mumbai,Dadar,16.59989,80.67456,Vandalism,Some behind skill decide hotel increase because.,High
08:30:00,11/11/24,Delhi,Rohini,20.75042,88.38925,Vandalism,Bag around most strong actually collection course heart season risk why face something.,Low
01:42:26,14/09/23,Hyderabad,Hitech City,27.12783,80.09655,Assault,Everything magazine among decision deal trial must fine record third set majority.,Low
05:06:13,18/04/24,Delhi,Saket,17.20287,73.12419,Theft,Finally indeed center mission how politics federal meet property.,Medium
03:21:49,30/01/25,Hyderabad,Banjara Hills,26.75852,82.15247,None,No incident reported.,None
14:28:20,16/11/24,Chennai,T. Nagar,26.25285,74.69775,Burglary,Pass require owner camera thousand any.,Low
18:13:58,19/04/23,Bengaluru,Electronic City,20.17049,75.60941,None,No incident reported.,None
13:19:37,25/09/24,Hyderabad,Hitech City,13.74808,86.41783,None,No incident reported.,None
16:23:32,05/05/24,Hyderabad,Banjara Hills,25.87295,82.7582,Burglary,Make door beyond newspaper really would early writer reality suffer hot industry.,Medium
02:47:10,08/07/24,Kolkata,Salt Lake,16.36876,85.86333,Traffic Violation,Tell know red say beyond century street system growth chance.,Low
05:49:42,15/11/24,Delhi,Saket,22.29776,80.34737,Cyber Crime,Series career sea old keep about nothing woman able fill.,Low
08:08:16,24/11/23,Chennai,Anna Nagar,16.90998,80.64934,Harassment,House up myself item discussion leader project.,Medium
16:01:59,22/02/25,Pune,Viman Nagar,26.46066,78.6948,Burglary,Garden may bill away pull likely approach analysis condition.,Low
01:17:20,09/11/24,Delhi,Dwarka,21.89535,85.55147,None,No incident reported.,None
10:47:20,30/05/24,Hyderabad,Hitech City,21.02981,75.76406,None,No incident reported.,None
07:10:58,18/05/23,Pune,Kothrud,26.91248,79.49204,Kidnapping,Truth control story determine chance believe field quality nearly yes able summer.,Medium
16:35:28,08/02/24,Bengaluru,MG Road,26.2406,77.79504,None,No incident reported.,None
02:52:16,19/08/23,Hyderabad,Secunderabad,15.74705,76.81321,Theft,Wish spend course small just what across miss evidence by far recent interesting.,Low
21:47:42,08/07/24,Delhi,Saket,24.3576,87.51954,Domestic Violence,Professional hundred authority create board girl very rather direction.,High
03:04:42,03/08/24,Surat,Varachha,27.29823,76.04168,Theft,Particularly carry change capital two authority until wait language money assume health various.,Medium
14:40:48,24/11/23,Delhi,Karol Bagh,27.59202,82.00064,Drug Possession,Light speech success despite of under sound.,Low
17:03:43,01/07/23,Chennai,Velachery,14.22717,82.29329,Vandalism,Carry fire including represent play early both particular wrong buy.,Low
19:06:20,09/11/24,Mumbai,Dadar,14.17309,75.66664,Theft,Sure election quality company wonder north.,Low
00:47:11,20/11/23,Chennai,Anna Nagar,22.81036,74.11582,Assault,Age large drive evening age box trial price moment.,Low
08:12:12,22/03/25,Hyderabad,Secunderabad,27.23125,86.37562,Domestic Violence,Role me clear save cell effect poor ability modern skill.,Medium
09:50:43,19/08/23,Bengaluru,MG Road,20.6985,76.47789,Cyber Crime,Production old brother recent commercial low address.,Low
22:05:36,30/04/23,Surat,Varachha,24.13455,85.84723,Kidnapping,We out shake personal modern leg see.,Medium
14:25:42,09/12/23,Kolkata,Salt Lake,13.96904,73.15717,Burglary,Any blue here wide why maintain hit job future half on.,Medium
14:02:25,17/09/24,Delhi,Dwarka,13.72864,78.65664,Drug Possession,Wall its amount whole idea several example.,Low
08:52:05,24/01/24,Pune,Viman Nagar,23.15092,82.14641,None,No incident reported.,None
03:27:55,10/04/24,Hyderabad,Secunderabad,15.04591,86.12019,Drug Possession,Between budget discover song him summer still.,High
18:54:37,23/02/25,Pune,Kothrud,28.33485,77.02172,None,No incident reported.,None
16:05:50,15/04/23,Kolkata,Dumdum,25.77561,83.79708,Assault,Audience involve quality carry huge reason machine point politics door such.,High
05:09:41,01/03/24,Surat,Vesu,20.72198,73.42237,Harassment,Something gun view you paper public they simply sound certainly next add.,Medium
07:14:36,16/09/24,Hyderabad,Hitech City,21.50337,88.22551,Traffic Violation,Tough everything understand president put bring.,Medium
14:59:43,20/02/24,Pune,Hinjewadi,26.5884,80.40233,None,No incident reported.,None
17:51:48,02/06/23,Pune,Shivaji Nagar,26.55096,81.65279,Burglary,Front another now medical one face.,Medium
12:18:49,20/12/24,Kolkata,Howrah,20.22926,74.52358,None,No incident reported.,None
03:42:21,24/04/23,Chennai,Tambaram,23.84952,86.40668,None,No incident reported.,None
15:07:09,24/02/24,Kolkata,Howrah,27.33197,76.61223,Assault,Occur past we news outside edge at life lead herself.,Medium
23:31:58,29/06/24,Hyderabad,Hitech City,27.06111,85.23205,None,No incident reported.,None
13:23:35,15/01/24,Hyderabad,Secunderabad,20.17202,79.00177,Domestic Violence,As beautiful important song age these notice we account.,Medium
11:02:27,14/07/24,Surat,Vesu,17.74738,82.93095,Burglary,Room TV culture first garden responsibility form attack expert serve.,Low
20:38:46,04/06/24,Hyderabad,Miyapur,26.71057,82.81679,Cyber Crime,Deep thus structure enjoy beat try probably.,Low
08:39:07,06/08/23,Kolkata,Dumdum,20.61462,87.89036,Theft,Though court case however close old us.,Medium
07:30:12,17/10/23,Mumbai,Borivali,21.76156,83.46108,Harassment,Federal last deep major Republican treat seat others network most.,Medium
08:44:44,11/07/23,Mumbai,Bandra,18.48261,73.343,Kidnapping,Particularly success type after eye weight.,Low
12:31:35,15/12/23,Hyderabad,Hitech City,19.9578,77.96415,Harassment,Third lose already account order beat above under.,Medium
10:25:48,02/07/24,Delhi,Dwarka,17.18579,81.05929,Burglary,Themselves toward international tell approach get current clearly your television dog.,Low
02:31:00,30/01/25,Delhi,Rohini,27.52994,76.07152,Burglary,His seek sister skin generation south watch.,Medium
10:01:02,23/02/24,Hyderabad,Gachibowli,14.03033,78.81602,Harassment,Sit audience increase film apply reality central shoulder leg size attack positive.,Medium
19:33:56,24/12/24,Surat,Piplod,20.51424,84.61209,Drug Possession,Better data finally song east likely down he area care drive industry blood.,Medium
14:51:48,28/09/24,Mumbai,Colaba,18.22978,84.34835,Kidnapping,Food yourself response painting out as role even drive again.,Low
04:01:26,08/05/23,Surat,Piplod,24.20272,83.4978,Burglary,Member short child big onto character statement million too control mouth charge.,High
06:48:42,08/11/23,Pune,Hinjewadi,13.84935,73.46347,Harassment,Safe wear nearly day over research important tree.,Medium
20:51:10,18/01/25,Bengaluru,Indiranagar,24.36417,85.76747,Assault,Great travel authority general thank although east threat travel provide black level.,Medium
01:15:41,14/10/24,Kolkata,Dumdum,14.21243,86.38068,Harassment,Write citizen agree actually level per number.,Medium
13:26:30,18/01/24,Hyderabad,Secunderabad,26.28169,82.12467,Traffic Violation,Never really recognize others sea whom anyone ok special management.,Medium
22:01:11,05/06/23,Pune,Shivaji Nagar,23.06876,74.96167,None,No incident reported.,None
18:36:58,02/12/23,Surat,Piplod,28.68304,73.72411,Kidnapping,North end six heavy program clearly fire see protect remain close true.,Medium
02:19:34,16/02/25,Surat,Katargam,13.31692,75.47604,Harassment,Way partner value main customer media.,Low
19:40:49,03/05/24,Hyderabad,Gachibowli,14.15653,73.04235,Traffic Violation,Half type agency yourself toward table world high.,Low
21:53:26,03/08/24,Delhi,Connaught Place,24.75849,78.16941,None,No incident reported.,None
21:30:57,14/02/24,Hyderabad,Gachibowli,20.92286,84.39664,Cyber Crime,Certainly anyone suffer about nothing condition report ok mention.,Medium
09:27:12,29/07/24,Bengaluru,MG Road,23.65671,80.85434,Traffic Violation,Responsibility city big movement miss detail say.,Low
17:17:10,22/03/24,Delhi,Connaught Place,26.06037,76.13668,Domestic Violence,Whom trial experience move in share worry activity accept top sister message east.,High
11:13:05,14/09/24,Mumbai,Andheri,16.96796,75.90188,Assault,Fine car song participant central blood will much I human finish.,Medium
00:00:21,30/01/25,Hyderabad,Banjara Hills,14.04255,85.23644,None,No incident reported.,None
18:48:04,28/01/24,Hyderabad,Banjara Hills,25.10128,83.41565,Cyber Crime,Certainly probably every hospital nice energy imagine design arrive center across turn.,Medium
19:29:23,15/06/23,Surat,Varachha,25.742,84.5704,None,No incident reported.,None
23:05:24,25/11/24,Chennai,Tambaram,18.53708,80.58975,Domestic Violence,Job before whose hundred the admit speak military.,High
01:36:30,23/12/24,Hyderabad,Hitech City,15.57193,80.61587,Cyber Crime,Beyond explain pay make them success suffer position focus suffer.,Medium
13:29:00,23/10/24,Kolkata,Howrah,23.5808,73.55877,Theft,Lawyer must every follow there others car political impact.,Low
20:23:29,05/09/23,Hyderabad,Gachibowli,13.75515,87.41399,Theft,Think affect information see knowledge turn clearly half easy tend minute under.,High
20:13:09,14/04/23,Pune,Wakad,17.54159,81.94877,Cyber Crime,Between past others night pay really budget black fact look ago per sport.,High
12:35:35,20/11/23,Bengaluru,Electronic City,25.8579,73.72911,None,No incident reported.,None
09:41:42,23/10/24,Bengaluru,Indiranagar,16.39333,88.31799,Burglary,Somebody red shake yard culture mention respond skill commercial official.,Medium
20:39:07,30/11/24,Chennai,Velachery,22.64403,78.49478,Harassment,Face police board policy or project fish apply suffer around song these.,High
00:56:26,26/02/24,Surat,Piplod,18.3534,79.12716,Theft,Culture strategy race democratic citizen prove.,Low
08:20:05,21/02/24,Kolkata,Behala,27.40894,83.81801,Kidnapping,Spend across onto day four sing according station travel structure focus operation need treatment.,Medium
14:51:57,17/07/23,Bengaluru,Electronic City,15.96212,81.72309,Burglary,Here four other very market fact teacher point me into few kitchen.,High
18:48:07,21/01/25,Pune,Viman Nagar,24.64991,76.32865,Harassment,Figure hand measure movie probably radio.,Medium
03:01:15,25/01/24,Pune,Wakad,27.31622,88.29121,Traffic Violation,Every level reach health kitchen could.,Medium
07:45:45,23/02/25,Kolkata,Behala,24.36399,75.90424,Cyber Crime,New top less product catch firm adult way.,High
09:41:51,10/06/24,Delhi,Karol Bagh,21.70366,87.97642,None,No incident reported.,None
09:28:13,29/08/23,Bengaluru,Whitefield,18.16119,85.12628,None,No incident reported.,None
01:29:15,04/07/24,Delhi,Connaught Place,20.50262,80.50654,Theft,Hold close outside understand figure where side program know water.,Medium
08:11:07,09/06/23,Kolkata,Salt Lake,21.16344,73.94579,None,No incident reported.,None
02:57:18,20/03/24,Chennai,Tambaram,16.83004,79.32397,Burglary,Seven direction now from debate though doctor bill.,Medium
